Image_id,Image_label,image_keypoints1,image_keypoints2,image_keypoints3,image_keypoints4,image_keypoints5,image_keypoints6,image_keypoints7,image_keypoints8,image_keypoints9,image_keypoints10,image_keypoints11,image_keypoints12,image_keypoints13,image_keypoints14,image_keypoints15,image_keypoints16,image_keypoints17,image_keypoints18,image_keypoints19,image_keypoints20,image_keypoints21,image_keypoints22,image_keypoints23,image_keypoints24,image_keypoints25,image_keypoints26,image_keypoints27,image_keypoints28,image_keypoints29,image_keypoints30,image_keypoints31,image_keypoints32,image_keypoints33,image_keypoints34,image_keypoints35,image_keypoints36,image_keypoints37,image_keypoints38,image_keypoints39,image_keypoints40,image_keypoints41,image_keypoints42,image_keypoints43,image_keypoints44,image_keypoints45,image_keypoints46,image_keypoints47,image_keypoints48,image_keypoints49,image_keypoints50,image_keypoints51
Image_82.jpg,sleeping,554.0,244.5,0.95751953125,568.5,216.5,0.9736328125,536.5,229.625,0.67626953125,625.0,188.75,0.923828125,528.0,232.0,0.34033203125,685.0,312.5,0.88427734375,520.0,291.5,0.96875,694.5,453.5,0.7041015625,428.0,393.5,0.9111328125,612.0,490.5,0.77099609375,393.0,485.5,0.884765625,527.5,517.0,0.84033203125,440.0,469.5,0.89990234375,213.25,497.75,0.7890625,199.625,472.5,0.83154296875,106.5,422.75,0.70556640625,113.875,419.25,0.74072265625
Image_109.jpg,sleeping,292.0,264.5,0.9130859375,298.5,228.625,0.98193359375,283.0,244.0,0.275634765625,379.0,180.0,0.96240234375,352.0,199.0,0.1353759765625,426.75,318.0,0.89453125,542.5,154.625,0.8837890625,386.75,526.5,0.626953125,560.0,79.75,0.744140625,318.5,480.0,0.494140625,564.0,23.25,0.72509765625,820.5,454.0,0.59521484375,856.5,399.0,0.6689453125,910.0,470.5,0.2410888671875,924.0,433.0,0.305908203125,892.5,478.0,0.06231689453125,896.5,502.0,0.0831298828125
Image_116.jpg,sleeping,514.5,65.0,0.9794921875,525.5,50.375,0.9912109375,514.0,52.375,0.2919921875,563.0,53.125,0.98681640625,533.0,56.0625,0.2298583984375,597.5,123.25,0.9541015625,537.5,139.125,0.93408203125,682.0,185.0,0.9033203125,522.0,229.25,0.80029296875,625.0,259.5,0.88037109375,456.0,206.375,0.77685546875,598.0,307.5,0.6591796875,554.5,310.0,0.61279296875,594.5,327.0,0.09417724609375,552.5,326.5,0.076416015625,610.0,316.25,0.029205322265625,581.0,316.5,0.0257568359375
Image_122.jpg,sleeping,416.25,94.75,0.97900390625,426.75,83.375,0.986328125,412.5,84.125,0.57958984375,459.5,86.375,0.98779296875,428.0,89.0,0.097412109375,503.75,145.625,0.98828125,438.0,147.375,0.970703125,573.5,207.5,0.98583984375,429.5,210.25,0.92919921875,547.5,286.25,0.982421875,402.5,228.125,0.93603515625,496.75,313.5,0.9931640625,480.0,313.0,0.98974609375,421.5,422.5,0.9892578125,518.0,432.75,0.98291015625,446.5,546.5,0.9404296875,582.0,538.0,0.923828125
Image_124.jpg,sleeping,330.25,466.5,0.044769287109375,329.0,459.75,0.062103271484375,331.75,456.75,0.01306915283203125,331.5,460.5,0.8505859375,376.0,436.5,0.406005859375,334.5,516.0,0.82421875,426.5,461.25,0.908203125,317.0,554.0,0.43798828125,494.5,507.25,0.8046875,306.5,520.5,0.2340087890625,540.5,523.0,0.62646484375,446.75,622.0,0.76318359375,514.5,576.0,0.8369140625,507.5,594.5,0.5078125,616.5,567.5,0.64501953125,594.5,641.0,0.31689453125,690.0,605.0,0.40673828125
Image_157.jpg,sleeping,422.0,422.5,0.9052734375,381.5,380.25,0.91357421875,389.25,446.0,0.8046875,367.25,280.75,0.310302734375,333.25,424.5,0.26904296875,481.5,180.25,0.7900390625,516.0,412.75,0.7744140625,591.0,324.5,0.64404296875,599.5,581.0,0.56494140625,492.0,155.0,0.63916015625,370.0,532.0,0.62060546875,767.5,257.5,0.396484375,763.0,339.0,0.40185546875,632.0,527.5,0.195556640625,654.0,543.0,0.19189453125,555.0,471.25,0.05224609375,568.5,472.75,0.054107666015625
Image_177.jpg,sleeping,339.75,146.125,0.998046875,357.75,125.5,0.99609375,324.5,128.75,0.98828125,395.5,133.75,0.96240234375,315.75,142.375,0.50732421875,429.0,237.125,0.9814453125,294.0,245.375,0.95458984375,456.75,357.5,0.953125,245.0,351.0,0.8818359375,456.5,400.5,0.93212890625,214.25,235.25,0.89111328125,475.25,459.0,0.9765625,393.75,473.0,0.96728515625,633.5,490.5,0.98095703125,612.0,432.5,0.97607421875,737.5,667.0,0.94091796875,752.0,642.0,0.93701171875
Image_179.jpg,sleeping,221.625,367.0,0.1639404296875,215.75,341.75,0.054412841796875,189.875,368.25,0.1834716796875,230.5,311.0,0.0217437744140625,129.625,381.25,0.2015380859375,377.0,201.125,0.58740234375,124.0,332.0,0.374267578125,607.0,317.25,0.70751953125,296.0,457.5,0.6240234375,640.0,474.75,0.80712890625,511.0,447.0,0.81396484375,372.5,232.75,0.69091796875,226.0,323.5,0.6103515625,587.0,312.0,0.6142578125,354.75,456.0,0.61328125,642.0,450.0,0.392578125,576.0,485.75,0.384765625
Image_182.jpg,sleeping,517.0,263.0,0.5517578125,531.0,252.0,0.3896484375,504.75,248.75,0.53466796875,547.5,242.125,0.09771728515625,477.0,231.0,0.79248046875,539.5,287.75,0.9423828125,434.75,264.5,0.93115234375,563.0,349.5,0.81396484375,388.75,348.5,0.79296875,627.5,354.75,0.73828125,441.25,370.75,0.72607421875,496.0,391.5,0.80078125,416.75,386.75,0.783203125,602.0,386.5,0.4169921875,484.0,391.25,0.425048828125,503.75,434.5,0.1868896484375,464.75,434.5,0.1890869140625
Image_183.jpg,running,593.0,169.75,0.9169921875,646.0,213.5,0.9501953125,621.0,161.75,0.49462890625,658.0,354.0,0.974609375,623.5,220.0,0.478515625,467.25,421.0,0.85009765625,427.75,278.5,0.5673828125,325.0,448.25,0.55078125,232.125,273.0,0.102294921875,123.75,460.25,0.5498046875,185.5,295.75,0.1453857421875,156.75,351.5,0.17919921875,125.25,257.5,0.091552734375,254.5,379.5,0.1390380859375,229.375,300.5,0.0701904296875,190.0,461.75,0.0726318359375,181.25,403.0,0.043365478515625
Image_195.jpg,sitting,591.5,110.5,0.99853515625,621.5,89.25,0.99853515625,576.0,88.625,0.99462890625,680.5,103.625,0.990234375,561.5,98.5,0.42138671875,711.0,222.0,0.9716796875,564.5,228.0,0.97021484375,724.5,405.75,0.9169921875,578.0,382.0,0.87548828125,601.0,324.25,0.908203125,518.0,380.75,0.8603515625,712.5,567.0,0.80859375,590.0,565.0,0.80322265625,687.0,616.0,0.1251220703125,569.5,627.0,0.11279296875,688.5,586.0,0.0259552001953125,577.0,590.0,0.0246124267578125
Image_201.jpg,sitting,534.0,45.0,0.00260162353515625,554.5,39.9375,0.0028553009033203125,524.0,43.625,0.0020198822021484375,593.5,34.75,0.00494384765625,512.5,77.1875,0.006587982177734375,697.5,12.5,0.1727294921875,462.25,16.5,0.115966796875,727.0,76.0625,0.6923828125,454.75,74.875,0.430419921875,530.5,70.9375,0.80908203125,671.5,113.4375,0.61474609375,677.5,127.4375,0.84375,535.0,131.375,0.81884765625,613.5,129.875,0.86181640625,415.5,79.25,0.82275390625,757.0,210.25,0.80908203125,742.0,212.75,0.78515625
Image_211.jpg,sleeping,394.5,269.5,0.99755859375,377.25,187.375,0.99951171875,321.25,280.0,0.98828125,434.25,117.75,0.96044921875,330.25,328.0,0.130126953125,593.0,105.875,0.5234375,568.0,344.5,0.58740234375,775.0,69.6875,0.2366943359375,427.0,238.25,0.1236572265625,571.0,37.5,0.339599609375,247.375,200.25,0.1959228515625,844.5,158.125,0.10107421875,839.5,298.0,0.119384765625,782.0,121.75,0.10687255859375,769.0,301.75,0.11279296875,843.0,269.5,0.059417724609375,860.0,357.5,0.06280517578125
Image_218.jpg,running,605.0,337.0,0.9970703125,673.0,337.0,0.98779296875,606.0,249.875,0.9970703125,688.0,371.0,0.06756591796875,535.5,166.0,0.91552734375,505.5,437.5,0.88427734375,312.5,185.0,0.88134765625,568.0,663.5,0.5009765625,335.5,681.0,0.66650390625,798.5,504.5,0.55615234375,729.0,590.5,0.6708984375,179.5,782.0,0.1859130859375,67.5,721.0,0.1571044921875,397.5,731.0,0.0299835205078125,273.0,783.0,0.03424072265625,429.75,757.0,0.01177978515625,344.0,802.0,0.01132965087890625
Image_222.jpg,sitting,230.0,322.0,0.98828125,219.375,264.5,0.998046875,176.75,331.25,0.9560546875,259.5,211.25,0.865234375,159.5,379.0,0.2861328125,394.25,258.75,0.77978515625,274.5,435.5,0.7744140625,519.5,198.0,0.61083984375,319.75,520.5,0.388916015625,349.5,124.5,0.7392578125,157.5,437.0,0.55517578125,608.0,356.0,0.20849609375,532.0,440.5,0.193115234375,537.0,376.5,0.07208251953125,382.75,456.25,0.0616455078125,408.5,382.5,0.038238525390625,246.875,394.75,0.03656005859375
Image_228.jpg,running,151.75,258.5,0.9990234375,192.25,223.125,0.99951171875,129.75,223.25,0.99609375,280.0,239.25,0.994140625,111.9375,230.5,0.449462890625,318.0,388.5,0.982421875,119.3125,376.75,0.978515625,357.0,528.5,0.95654296875,101.625,529.5,0.935546875,384.5,639.5,0.9482421875,85.5,662.5,0.9248046875,287.5,636.0,0.96826171875,154.25,627.0,0.9658203125,283.25,828.0,0.763671875,74.0,797.0,0.7392578125,285.0,918.0,0.218505859375,89.25,919.5,0.20849609375
Image_235.jpg,sitting,408.0,293.0,0.9736328125,501.5,175.75,0.98046875,349.0,225.375,0.931640625,710.0,176.75,0.91357421875,346.75,265.5,0.0537109375,898.0,368.0,0.351806640625,514.0,434.0,0.40869140625,853.0,480.75,0.018829345703125,496.0,495.0,0.0243377685546875,605.0,465.5,0.0390625,455.5,468.5,0.0416259765625,823.5,466.5,0.006511688232421875,639.0,470.5,0.00844573974609375,660.0,429.75,0.00714874267578125,518.0,435.5,0.0078125,649.0,452.0,0.00908660888671875,567.5,456.75,0.010009765625
Image_238.jpg,running,489.0,152.25,0.99755859375,504.25,141.25,0.990234375,477.5,137.25,0.98974609375,522.0,155.0,0.73583984375,462.5,146.75,0.68798828125,540.0,232.75,0.9794921875,437.5,235.5,0.9521484375,609.0,257.5,0.94970703125,406.25,344.25,0.88818359375,670.5,267.75,0.93603515625,386.5,450.5,0.88525390625,562.0,380.75,0.970703125,502.25,410.5,0.95849609375,652.0,320.0,0.97216796875,662.0,429.5,0.96533203125,664.0,475.75,0.9404296875,808.0,535.0,0.927734375
Image_239.jpg,sleeping,609.5,222.75,0.92626953125,690.0,169.625,0.9384765625,480.5,174.125,0.943359375,799.0,276.5,0.191650390625,310.5,319.75,0.705078125,862.0,522.0,0.09503173828125,189.25,542.0,0.390380859375,842.0,468.75,0.00621795654296875,97.5,508.75,0.08331298828125,757.5,490.75,0.042633056640625,137.25,467.25,0.2998046875,705.5,498.5,0.0032100677490234375,333.5,517.0,0.006984710693359375,651.0,364.0,0.004039764404296875,391.25,392.25,0.0082855224609375,563.0,428.0,0.00731658935546875,433.5,429.5,0.0112457275390625
Image_263.jpg,sleeping,312.5,255.25,0.97119140625,322.0,246.75,0.8505859375,305.0,243.25,0.9619140625,330.0,245.25,0.10211181640625,282.0,234.0,0.8203125,315.5,282.0,0.95361328125,246.125,292.5,0.958984375,330.0,357.0,0.84228515625,239.625,391.5,0.8994140625,370.5,366.0,0.787109375,298.75,384.75,0.8701171875,321.75,404.0,0.8955078125,272.25,419.5,0.900390625,409.0,418.0,0.646484375,395.0,416.5,0.6875,397.75,492.5,0.318115234375,452.0,483.25,0.34375
Image_280.jpg,sleeping,334.0,229.0,0.98974609375,360.5,216.125,0.9970703125,318.75,210.75,0.9853515625,398.0,235.75,0.97509765625,296.0,219.5,0.5439453125,427.25,321.0,0.89208984375,246.75,299.25,0.720703125,541.0,376.25,0.53271484375,169.0,333.5,0.156005859375,504.25,302.5,0.50341796875,201.625,244.0,0.183349609375,387.5,444.25,0.139892578125,260.5,435.5,0.08740234375,410.75,367.75,0.033538818359375,231.5,358.0,0.0208892822265625,402.0,360.75,0.023956298828125,276.75,353.0,0.0177154541015625
Image_295.jpg,sleeping,382.75,261.5,0.982421875,396.25,246.0,0.9814453125,367.5,248.5,0.93115234375,424.25,228.25,0.89453125,348.5,234.0,0.459228515625,456.5,288.25,0.978515625,320.75,287.5,0.9423828125,482.5,376.75,0.953125,317.25,402.5,0.8203125,462.25,439.0,0.93798828125,348.5,352.0,0.8291015625,427.5,451.5,0.95166015625,343.5,445.5,0.92529296875,502.25,501.0,0.93359375,299.75,306.5,0.89697265625,573.0,556.0,0.85302734375,304.0,494.5,0.82861328125
Image_306.jpg,running,361.75,203.25,0.99853515625,375.25,164.5,0.9794921875,312.25,177.0,0.99853515625,398.5,174.0,0.06866455078125,220.625,209.125,0.90673828125,451.5,333.5,0.9453125,160.25,428.75,0.95849609375,633.5,318.75,0.728515625,148.25,696.0,0.83837890625,630.0,257.0,0.6552734375,266.0,781.0,0.79150390625,525.5,839.0,0.73486328125,314.5,878.0,0.7490234375,599.0,855.0,0.0701904296875,358.5,896.0,0.08599853515625,596.0,878.0,0.0154266357421875,392.0,873.5,0.01812744140625
Image_330.jpg,sleeping,361.75,203.25,0.99853515625,375.25,164.5,0.9794921875,312.25,177.0,0.99853515625,398.5,174.0,0.06866455078125,220.625,209.125,0.90673828125,451.5,333.5,0.9453125,160.25,428.75,0.95849609375,633.5,318.75,0.728515625,148.25,696.0,0.83837890625,630.0,257.0,0.6552734375,266.0,781.0,0.79150390625,525.5,839.0,0.73486328125,314.5,878.0,0.7490234375,599.0,855.0,0.0701904296875,358.5,896.0,0.08599853515625,596.0,878.0,0.0154266357421875,392.0,873.5,0.01812744140625
Image_335.jpg,running,577.5,212.5,0.99609375,632.0,158.0,0.99755859375,527.5,149.375,0.99658203125,685.5,165.625,0.7958984375,459.25,157.5,0.74951171875,737.0,304.5,0.5986328125,433.5,373.5,0.70068359375,815.0,307.0,0.06488037109375,447.75,421.0,0.08660888671875,716.5,309.5,0.10284423828125,556.0,393.5,0.1131591796875,706.0,390.0,0.0200958251953125,538.0,405.5,0.022796630859375,672.5,315.0,0.011688232421875,503.25,342.5,0.0139007568359375,583.0,333.0,0.01450347900390625,488.5,356.0,0.0162811279296875
Image_339.jpg,sleeping,533.0,152.375,0.998046875,542.0,140.25,0.9970703125,524.0,145.125,0.9677734375,570.5,137.375,0.98046875,523.5,151.625,0.410400390625,621.0,182.125,0.978515625,528.0,208.5,0.970703125,691.5,203.5,0.9658203125,479.25,260.0,0.9384765625,719.0,253.0,0.9560546875,461.0,206.5,0.93212890625,648.5,342.25,0.98974609375,607.0,351.0,0.98828125,611.0,457.0,0.9833984375,675.0,458.0,0.97998046875,605.0,590.0,0.9384765625,779.0,477.75,0.93310546875
Image_346.jpg,sleeping,208.75,285.5,0.978515625,218.75,231.25,0.9921875,191.375,275.5,0.763671875,335.5,173.75,0.98193359375,222.0,279.75,0.146728515625,529.5,317.5,0.65771484375,292.0,447.25,0.79638671875,596.0,227.5,0.1400146484375,77.75,463.75,0.269287109375,464.0,177.25,0.2247314453125,103.625,399.25,0.346923828125,539.0,457.0,0.046539306640625,392.5,507.5,0.06463623046875,438.0,350.25,0.017578125,189.0,434.0,0.0212860107421875,483.75,361.25,0.0156707763671875,254.75,426.0,0.0174407958984375
Image_348.jpg,running,665.0,260.0,0.12261962890625,663.0,252.25,0.006587982177734375,661.0,252.0,0.09515380859375,621.0,256.0,0.0751953125,647.0,257.5,0.69921875,602.0,303.25,0.91748046875,635.5,309.0,0.93994140625,591.5,352.75,0.755859375,637.5,345.0,0.84423828125,683.5,350.75,0.59765625,618.0,311.25,0.6953125,593.0,435.0,0.9716796875,630.5,441.5,0.97607421875,537.0,520.5,0.9677734375,682.0,539.0,0.974609375,440.75,556.0,0.91650390625,724.5,649.5,0.9248046875
Image_361.jpg,sleeping,765.5,288.5,0.974609375,771.0,282.25,0.98388671875,761.5,283.25,0.78955078125,786.5,281.25,0.96630859375,759.5,284.0,0.2347412109375,809.5,316.0,0.97216796875,761.0,313.0,0.96875,822.0,364.0,0.92431640625,732.0,336.75,0.85302734375,797.0,365.75,0.896484375,691.0,328.5,0.802734375,779.5,384.25,0.92333984375,749.0,375.75,0.91650390625,709.5,382.75,0.75439453125,695.0,369.0,0.69384765625,709.5,437.0,0.44677734375,709.5,430.0,0.40087890625
Image_362.jpg,sitting,802.0,241.0,0.681640625,813.0,244.375,0.56494140625,813.0,225.875,0.54150390625,814.0,226.875,0.1033935546875,824.5,200.875,0.296142578125,763.0,226.75,0.7861328125,764.0,233.5,0.79052734375,651.5,280.25,0.71044921875,627.0,274.25,0.52197265625,601.5,301.25,0.7587890625,554.0,280.0,0.49755859375,470.75,230.125,0.912109375,486.0,238.875,0.9072265625,307.0,271.5,0.96337890625,348.25,372.0,0.95654296875,154.0,360.5,0.91015625,181.75,551.0,0.88916015625
Image_367.jpg,sleeping,617.5,243.125,0.99267578125,625.5,235.5,0.97216796875,608.0,234.75,0.98291015625,635.5,242.5,0.5185546875,590.0,241.625,0.71435546875,658.0,301.0,0.96533203125,567.5,300.5,0.97265625,682.5,372.25,0.908203125,559.5,364.0,0.9375,637.0,380.75,0.89892578125,583.0,369.75,0.9248046875,639.0,408.5,0.9638671875,580.0,404.5,0.9677734375,562.5,385.5,0.9638671875,575.0,419.25,0.9677734375,504.5,509.0,0.9306640625,576.5,577.0,0.93359375
Image_368.jpg,sleeping,237.75,156.0,0.99951171875,242.375,135.25,0.98974609375,211.125,147.5,0.99853515625,256.5,136.5,0.218994140625,188.0,169.5,0.64404296875,281.25,213.125,0.93212890625,181.375,236.25,0.935546875,325.25,300.0,0.72705078125,72.25,303.5,0.837890625,328.0,383.5,0.6787109375,169.125,324.0,0.84423828125,364.5,391.5,0.83203125,314.5,426.5,0.84765625,468.5,252.375,0.84521484375,443.0,264.5,0.87060546875,645.0,283.0,0.83544921875,632.0,361.0,0.8544921875
Image_380.jpg,sitting,585.5,233.75,0.83447265625,545.0,204.5,0.8076171875,555.0,274.25,0.72705078125,535.0,146.25,0.2171630859375,560.0,319.25,0.376708984375,628.5,113.75,0.482666015625,707.5,302.75,0.537109375,832.0,87.5625,0.1580810546875,832.0,315.0,0.1402587890625,837.0,238.125,0.1446533203125,845.5,348.75,0.119384765625,853.0,185.0,0.102294921875,871.0,282.5,0.10687255859375,858.0,156.75,0.072509765625,846.5,220.5,0.08123779296875,875.5,211.625,0.06634521484375,849.0,247.625,0.07421875
Image_385.jpg,sleeping,628.5,117.5,0.99560546875,664.0,102.625,0.99755859375,621.5,92.125,0.990234375,721.5,129.875,0.9814453125,606.5,101.1875,0.47900390625,786.5,259.5,0.94873046875,550.5,249.5,0.9052734375,815.0,430.5,0.6708984375,514.5,420.25,0.3427734375,730.0,457.5,0.492919921875,536.0,498.0,0.21142578125,728.5,555.0,0.331787109375,576.0,549.0,0.26806640625,723.0,542.0,0.0236968994140625,593.5,539.0,0.017181396484375,709.5,516.0,0.00847625732421875,662.5,507.0,0.00701141357421875
Image_410.jpg,sleeping,527.5,104.125,0.927734375,528.5,95.25,0.10687255859375,521.0,95.25,0.953125,507.0,97.25,0.012969970703125,498.5,98.0,0.8173828125,502.0,149.0,0.9638671875,458.25,144.5,0.978515625,499.25,221.5,0.92333984375,393.0,187.25,0.9619140625,553.0,200.625,0.91064453125,424.25,239.5,0.9462890625,473.5,287.25,0.98193359375,460.5,288.0,0.98583984375,399.75,383.0,0.9716796875,518.0,390.5,0.97900390625,294.0,356.5,0.921875,554.0,504.5,0.93115234375
Image_411.jpg,sleeping,576.5,252.25,0.9970703125,592.0,235.375,0.99609375,558.0,236.75,0.994140625,613.5,239.5,0.82568359375,532.0,241.75,0.7001953125,629.0,288.5,0.96826171875,514.0,285.5,0.9638671875,630.0,364.5,0.93017578125,522.0,359.0,0.9189453125,603.5,340.5,0.92236328125,546.5,335.0,0.91455078125,605.0,380.25,0.9638671875,531.5,378.5,0.9619140625,626.0,408.75,0.9453125,520.5,406.5,0.94189453125,645.0,530.0,0.87255859375,499.0,529.5,0.8681640625
Image_420.jpg,sleeping,497.0,183.5,0.99755859375,522.5,153.75,0.99853515625,478.25,162.25,0.99267578125,584.0,159.5,0.986328125,464.0,178.5,0.293701171875,655.5,260.5,0.9638671875,463.0,322.0,0.96875,645.0,389.0,0.88671875,432.75,483.0,0.85400390625,447.75,416.5,0.87890625,295.5,463.5,0.80712890625,575.0,570.0,0.67236328125,450.0,566.0,0.6767578125,283.5,530.0,0.1334228515625,220.875,514.5,0.1063232421875,340.5,548.0,0.033203125,292.0,578.5,0.027740478515625
